id_lancamento;data;ano;mes;trimestre;grupo_dre;conta_contabil;natureza;valor;filial_id;filial_nome;regiao;centro_custo_id;centro_custo;produto_id;produto_nome;categoria_produto
L002952;2024-01-22;2024;1;Q1;CMV;Custo Embalagem;Despesa;-3013,06;F006;Filial Salvador;Nordeste;CC004;Logística;P007;Equipamento Rede;Produtos
L003573;2024-01-22;2024;1;Q1;Receita Bruta;Venda de Produtos;Receita;214488,31;F006;Filial Salvador;Nordeste;CC007;RH;P007;Equipamento Rede;Produtos
L003999;2024-01-22;2024;1;Q1;Receitas Financeiras;Juros Recebidos;Receita;659,69;F001;Matriz São Paulo;Sudeste;CC006;Financeiro;;;
L004223;2024-01-22;2024;1;Q1;Despesas Comerciais;Comissões de Vendas;Despesa;-4378,43;F008;Filial Brasília;Centro-Oeste;CC002;Marketing;;;
L000194;2024-01-23;2024;1;Q1;Despesas Administrativas;Materiais de Escritório;Despesa;-706,69;F006;Filial Salvador;Nordeste;CC004;Logística;;;
L000567;2024-01-23;2024;1;Q1;Receita Bruta;Receita de Assinaturas;Receita;21883,57;F007;Filial Recife;Nordeste;CC001;Comercial;P003;Consultoria Estratégica;Serviços
L000768;2024-01-23;2024;1;Q1;Despesas Comerciais;Marketing e Publicidade;Despesa;-9116,88;F009;Filial Manaus;Norte;CC002;Marketing;;;
L001809;2024-01-23;2024;1;Q1;Receita Bruta;Receita de Assinaturas;Receita;70986,86;F006;Filial Salvador;Nordeste;CC004;Logística;P008;Suporte Técnico;Serviços
L002340;2024-01-23;2024;1;Q1;Despesas Comerciais;Fretes sobre Vendas;Despesa;-7625,68;F008;Filial Brasília;Centro-Oeste;CC002;Marketing;;;
L002412;2024-01-23;2024;1;Q1;Deduções;Devoluções de Vendas;Despesa;-6717,33;F004;Filial Curitiba;Sul;CC007;RH;P010;Implantação;Serviços
L004117;2024-01-23;2024;1;Q1;CMV;Custo Embalagem;Despesa;-10791,28;F007;Filial Recife;Nordeste;CC004;Logística;P006;Hardware Servidor;Produtos
L004891;2024-01-23;2024;1;Q1;Despesas Administrativas;Honorários Contábeis;Despesa;-2586,11;F001;Matriz São Paulo;Sudeste;CC005;Tecnologia;;;
L000007;2024-01-24;2024;1;Q1;Receitas Financeiras;Juros Recebidos;Receita;1965,57;F008;Filial Brasília;Centro-Oeste;CC006;Financeiro;;;
L000162;2024-01-24;2024;1;Q1;Receita Bruta;Venda de Serviços;Receita;102434,43;F003;Filial Belo Horizonte;Sudeste;CC007;RH;P003;Consultoria Estratégica;Serviços
L000205;2024-01-24;2024;1;Q1;Deduções;Descontos Comerciais;Despesa;-8137,85;F009;Filial Manaus;Norte;CC005;Tecnologia;P008;Suporte Técnico;Serviços
L001070;2024-01-24;2024;1;Q1;Deduções;ICMS sobre Vendas;Despesa;-11763,37;F003;Filial Belo Horizonte;Sudeste;CC008;Administrativo;P001;Software Premium;SaaS
L001176;2024-01-24;2024;1;Q1;Receita Bruta;Receita de Assinaturas;Receita;79879,63;F002;Filial Rio de Janeiro;Sudeste;CC004;Logística;P009;Licença Anual;SaaS
L001409;2024-01-24;2024;1;Q1;Receita Bruta;Receita de Assinaturas;Receita;50710,91;F004;Filial Curitiba;Sul;CC007;RH;P002;Software Standard;SaaS
L001621;2024-01-24;2024;1;Q1;Despesas Comerciais;Marketing e Publicidade;Despesa;-10104,9;F006;Filial Salvador;Nordeste;CC001;Comercial;;;
L001634;2024-01-24;2024;1;Q1;Deduções;PIS/COFINS;Despesa;-11626,43;F007;Filial Recife;Nordeste;CC004;Logística;P005;Treinamento Corporativo;Serviços
L002263;2024-01-24;2024;1;Q1;CMV;Frete sobre Compras;Despesa;-6978,02;F003;Filial Belo Horizonte;Sudeste;CC004;Logística;P001;Software Premium;SaaS
L002454;2024-01-24;2024;1;Q1;Despesas Administrativas;Viagens e Hospedagem;Despesa;-5260,67;F002;Filial Rio de Janeiro;Sudeste;CC006;Financeiro;;;
L003634;2024-01-24;2024;1;Q1;Receita Bruta;Venda de Serviços;Receita;48211,38;F002;Filial Rio de Janeiro;Sudeste;CC002;Marketing;P010;Implantação;Serviços
L003866;2024-01-24;2024;1;Q1;Despesas Comerciais;Fretes sobre Vendas;Despesa;-5338,45;F007;Filial Recife;Nordeste;CC002;Marketing;;;
L004184;2024-01-24;2024;1;Q1;Receitas Financeiras;Juros Recebidos;Receita;1342,02;F002;Filial Rio de Janeiro;Sudeste;CC006;Financeiro;;;
L004514;2024-01-24;2024;1;Q1;CMV;Frete sobre Compras;Despesa;-4733,16;F006;Filial Salvador;Nordeste;CC003;Operações;P006;Hardware Servidor;Produtos
L004545;2024-01-24;2024;1;Q1;Despesas Financeiras;Tarifas Bancárias;Despesa;-700,19;F002;Filial Rio de Janeiro;Sudeste;CC006;Financeiro;;;
L004563;2024-01-24;2024;1;Q1;Receita Bruta;Venda de Produtos;Receita;124443,05;F001;Matriz São Paulo;Sudeste;CC001;Comercial;P009;Licença Anual;SaaS
L001322;2024-01-25;2024;1;Q1;Impostos sobre Lucro;CSLL;Despesa;-12769,4;F009;Filial Manaus;Norte;CC006;Financeiro;;;
L001522;2024-01-25;2024;1;Q1;Despesas Administrativas;Viagens e Hospedagem;Despesa;-1240,18;F007;Filial Recife;Nordeste;CC007;RH;;;
L001647;2024-01-25;2024;1;Q1;Receita Bruta;Receita de Assinaturas;Receita;50727,08;F004;Filial Curitiba;Sul;CC001;Comercial;P006;Hardware Servidor;Produtos
L001928;2024-01-25;2024;1;Q1;Receita Bruta;Venda de Produtos;Receita;135323,28;F004;Filial Curitiba;Sul;CC009;Diretoria;P010;Implantação;Serviços
L002214;2024-01-25;2024;1;Q1;Despesas Comerciais;Marketing e Publicidade;Despesa;-6136,47;F007;Filial Recife;Nordeste;CC001;Comercial;;;
L002695;2024-01-25;2024;1;Q1;Despesas Administrativas;Software e SaaS;Despesa;-4711,86;F001;Matriz São Paulo;Sudeste;CC005;Tecnologia;;;
L002808;2024-01-25;2024;1;Q1;Receita Bruta;Venda de Produtos;Receita;125721,77;F001;Matriz São Paulo;Sudeste;CC001;Comercial;P002;Software Standard;SaaS
L002933;2024-01-25;2024;1;Q1;Despesas Administrativas;Honorários Contábeis;Despesa;-3952,47;F006;Filial Salvador;Nordeste;CC009;Diretoria;;;
L002975;2024-01-25;2024;1;Q1;Outras Despesas;Provisões e Contingências;Despesa;-6495,81;F006;Filial Salvador;Nordeste;CC003;Operações;;;
L003046;2024-01-25;2024;1;Q1;Despesas Administrativas;Viagens e Hospedagem;Despesa;-3126,77;F002;Filial Rio de Janeiro;Sudeste;CC004;Logística;;;
L003061;2024-01-25;2024;1;Q1;Receita Bruta;Receita de Assinaturas;Receita;18939,07;F002;Filial Rio de Janeiro;Sudeste;CC009;Diretoria;P002;Software Standard;SaaS
L003920;2024-01-25;2024;1;Q1;Receita Bruta;Venda de Serviços;Receita;82573,14;F002;Filial Rio de Janeiro;Sudeste;CC009;Diretoria;P003;Consultoria Estratégica;Serviços
L004803;2024-01-25;2024;1;Q1;Receita Bruta;Venda de Produtos;Receita;166254,12;F002;Filial Rio de Janeiro;Sudeste;CC003;Operações;P008;Suporte Técnico;Serviços
L000197;2024-01-26;2024;1;Q1;Despesas Administrativas;Salários e Encargos;Despesa;-20034,06;F006;Filial Salvador;Nordeste;CC007;RH;;;
L000381;2024-01-26;2024;1;Q1;Deduções;ICMS sobre Vendas;Despesa;-8875,61;F007;Filial Recife;Nordeste;CC001;Comercial;P004;Consultoria Técnica;Serviços
L001320;2024-01-26;2024;1;Q1;Despesas Administrativas;Treinamentos;Despesa;-4308,5;F002;Filial Rio de Janeiro;Sudeste;CC008;Administrativo;;;
L001577;2024-01-26;2024;1;Q1;CSP;Custo Serviços Prestados;Despesa;-25424,07;F006;Filial Salvador;Nordeste;CC003;Operações;P004;Consultoria Técnica;Serviços
L001669;2024-01-26;2024;1;Q1;Deduções;Descontos Comerciais;Despesa;-10024,98;F004;Filial Curitiba;Sul;CC007;RH;P008;Suporte Técnico;Serviços
L001690;2024-01-26;2024;1;Q1;Deduções;Descontos Comerciais;Despesa;-1365,89;F001;Matriz São Paulo;Sudeste;CC002;Marketing;P009;Licença Anual;SaaS
L001723;2024-01-26;2024;1;Q1;Despesas Administrativas;Energia Elétrica;Despesa;-6996,0;F006;Filial Salvador;Nordeste;CC007;RH;;;
L001778;2024-01-26;2024;1;Q1;Despesas Administrativas;Software e SaaS;Despesa;-1770,78;F007;Filial Recife;Nordeste;CC005;Tecnologia;;;
L002143;2024-01-26;2024;1;Q1;Receita Bruta;Venda de Produtos;Receita;140299,11;F007;Filial Recife;Nordeste;CC003;Operações;P005;Treinamento Corporativo;Serviços
L002810;2024-01-26;2024;1;Q1;CMV;Custo Embalagem;Despesa;-7065,73;F001;Matriz São Paulo;Sudeste;CC003;Operações;P006;Hardware Servidor;Produtos
L003081;2024-01-26;2024;1;Q1;Despesas Administrativas;Treinamentos;Despesa;-956,39;F005;Filial Porto Alegre;Sul;CC008;Administrativo;;;
L003688;2024-01-26;2024;1;Q1;Outras Despesas;Provisões e Contingências;Despesa;-1224,59;F008;Filial Brasília;Centro-Oeste;CC004;Logística;;;
L003738;2024-01-26;2024;1;Q1;Despesas Financeiras;IOF;Despesa;-558,44;F003;Filial Belo Horizonte;Sudeste;CC006;Financeiro;;;
L003888;2024-01-26;2024;1;Q1;Despesas Comerciais;Comissões de Vendas;Despesa;-5356,76;F009;Filial Manaus;Norte;CC001;Comercial;;;
L004124;2024-01-26;2024;1;Q1;Despesas Comerciais;Comissões de Vendas;Despesa;-4765,93;F002;Filial Rio de Janeiro;Sudeste;CC001;Comercial;;;
L004235;2024-01-26;2024;1;Q1;CMV;Frete sobre Compras;Despesa;-2910,59;F008;Filial Brasília;Centro-Oeste;CC004;Logística;P004;Consultoria Técnica;Serviços
L004492;2024-01-26;2024;1;Q1;Despesas Administrativas;Software e SaaS;Despesa;-4717,22;F009;Filial Manaus;Norte;CC005;Tecnologia;;;
L004855;2024-01-26;2024;1;Q1;Despesas Financeiras;IOF;Despesa;-512,7;F009;Filial Manaus;Norte;CC006;Financeiro;;;
L000353;2024-01-27;2024;1;Q1;CMV;Custo Mão de Obra Direta;Despesa;-12220,87;F007;Filial Recife;Nordeste;CC004;Logística;P003;Consultoria Estratégica;Serviços
L001044;2024-01-27;2024;1;Q1;Despesas Comerciais;Fretes sobre Vendas;Despesa;-2320,6;F002;Filial Rio de Janeiro;Sudeste;CC001;Comercial;;;
L001890;2024-01-27;2024;1;Q1;Deduções;Devoluções de Vendas;Despesa;-12830,82;F009;Filial Manaus;Norte;CC008;Administrativo;P007;Equipamento Rede;Produtos
L002094;2024-01-27;2024;1;Q1;CMV;Custo Mão de Obra Direta;Despesa;-13165,98;F007;Filial Recife;Nordeste;CC003;Operações;P009;Licença Anual;SaaS
L002216;2024-01-27;2024;1;Q1;Impostos sobre Lucro;CSLL;Despesa;-10929,31;F004;Filial Curitiba;Sul;CC006;Financeiro;;;
L002887;2024-01-27;2024;1;Q1;Despesas Administrativas;Treinamentos;Despesa;-1501,32;F005;Filial Porto Alegre;Sul;CC007;RH;;;
L002896;2024-01-27;2024;1;Q1;Despesas Administrativas;Salários e Encargos;Despesa;-15879,31;F003;Filial Belo Horizonte;Sudeste;CC008;Administrativo;;;
L002920;2024-01-27;2024;1;Q1;Despesas Financeiras;Juros sobre Empréstimos;Despesa;-8354,88;F003;Filial Belo Horizonte;Sudeste;CC006;Financeiro;;;
L003567;2024-01-27;2024;1;Q1;Despesas Comerciais;Comissões de Vendas;Despesa;-9732,2;F009;Filial Manaus;Norte;CC001;Comercial;;;
L004172;2024-01-27;2024;1;Q1;CMV;Custo Matéria-Prima;Despesa;-22464,42;F009;Filial Manaus;Norte;CC003;Operações;P010;Implantação;Serviços
L004355;2024-01-27;2024;1;Q1;Despesas Administrativas;Materiais de Escritório;Despesa;-407,39;F009;Filial Manaus;Norte;CC005;Tecnologia;;;
L000628;2024-01-28;2024;1;Q1;Receitas Financeiras;Juros Recebidos;Receita;1763,98;F002;Filial Rio de Janeiro;Sudeste;CC006;Financeiro;;;
L000656;2024-01-28;2024;1;Q1;Receita Bruta;Venda de Produtos;Receita;62766,6;F005;Filial Porto Alegre;Sul;CC006;Financeiro;P006;Hardware Servidor;Produtos
L001155;2024-01-28;2024;1;Q1;Despesas Comerciais;Fretes sobre Vendas;Despesa;-2184,63;F005;Filial Porto Alegre;Sul;CC001;Comercial;;;
L001908;2024-01-28;2024;1;Q1;Despesas Administrativas;Aluguel;Despesa;-7648,01;F002;Filial Rio de Janeiro;Sudeste;CC008;Administrativo;;;
L001934;2024-01-28;2024;1;Q1;CMV;Custo Matéria-Prima;Despesa;-37454,4;F004;Filial Curitiba;Sul;CC003;Operações;P002;Software Standard;SaaS
L002027;2024-01-28;2024;1;Q1;Despesas Administrativas;Salários e Encargos;Despesa;-33243,04;F001;Matriz São Paulo;Sudeste;CC007;RH;;;
L002330;2024-01-28;2024;1;Q1;Receita Bruta;Venda de Produtos;Receita;79599,66;F008;Filial Brasília;Centro-Oeste;CC008;Administrativo;P007;Equipamento Rede;Produtos
L002488;2024-01-28;2024;1;Q1;Outras Despesas;Provisões e Contingências;Despesa;-2421,96;F006;Filial Salvador;Nordeste;CC009;Diretoria;;;
L002514;2024-01-28;2024;1;Q1;Receita Bruta;Venda de Produtos;Receita;74907,74;F001;Matriz São Paulo;Sudeste;CC001;Comercial;P001;Software Premium;SaaS
L003139;2024-01-28;2024;1;Q1;Despesas Administrativas;Energia Elétrica;Despesa;-2578,36;F008;Filial Brasília;Centro-Oeste;CC006;Financeiro;;;
L003182;2024-01-28;2024;1;Q1;Despesas Financeiras;Juros sobre Empréstimos;Despesa;-3675,32;F002;Filial Rio de Janeiro;Sudeste;CC006;Financeiro;;;
L003501;2024-01-28;2024;1;Q1;CSP;Custo Serviços Prestados;Despesa;-7117,19;F006;Filial Salvador;Nordeste;CC004;Logística;P009;Licença Anual;SaaS
L003976;2024-01-28;2024;1;Q1;Despesas Administrativas;Honorários Contábeis;Despesa;-4266,3;F005;Filial Porto Alegre;Sul;CC003;Operações;;;
L004035;2024-01-28;2024;1;Q1;Despesas Administrativas;Telefonia e Internet;Despesa;-1747,0;F005;Filial Porto Alegre;Sul;CC002;Marketing;;;
L004095;2024-01-28;2024;1;Q1;Receitas Financeiras;Rendimentos de Aplicações;Receita;3589,31;F004;Filial Curitiba;Sul;CC006;Financeiro;;;
L004244;2024-01-28;2024;1;Q1;Despesas Administrativas;Treinamentos;Despesa;-778,15;F003;Filial Belo Horizonte;Sudeste;CC007;RH;;;
L004494;2024-01-28;2024;1;Q1;Despesas Administrativas;Software e SaaS;Despesa;-3497,41;F006;Filial Salvador;Nordeste;CC005;Tecnologia;;;
L004574;2024-01-28;2024;1;Q1;Outras Despesas;Provisões e Contingências;Despesa;-3200,99;F007;Filial Recife;Nordeste;CC008;Administrativo;;;
L000293;2024-02-01;2024;2;Q1;Despesas Administrativas;Telefonia e Internet;Despesa;-1866,41;F003;Filial Belo Horizonte;Sudeste;CC008;Administrativo;;;
L000541;2024-02-01;2024;2;Q1;Despesas Administrativas;Energia Elétrica;Despesa;-4674,61;F001;Matriz São Paulo;Sudeste;CC004;Logística;;;
L000987;2024-02-01;2024;2;Q1;Receita Bruta;Venda de Serviços;Receita;57533,0;F009;Filial Manaus;Norte;CC009;Diretoria;P002;Software Standard;SaaS
L001281;2024-02-01;2024;2;Q1;Receita Bruta;Venda de Serviços;Receita;127770,14;F004;Filial Curitiba;Sul;CC003;Operações;P007;Equipamento Rede;Produtos
L001299;2024-02-01;2024;2;Q1;Receita Bruta;Venda de Serviços;Receita;56965,15;F003;Filial Belo Horizonte;Sudeste;CC008;Administrativo;P008;Suporte Técnico;Serviços
L001411;2024-02-01;2024;2;Q1;Receita Bruta;Receita de Assinaturas;Receita;83424,12;F008;Filial Brasília;Centro-Oeste;CC007;RH;P001;Software Premium;SaaS
L002243;2024-02-01;2024;2;Q1;Deduções;PIS/COFINS;Despesa;-6593,42;F009;Filial Manaus;Norte;CC001;Comercial;P003;Consultoria Estratégica;Serviços
L002566;2024-02-01;2024;2;Q1;Despesas Financeiras;Juros sobre Empréstimos;Despesa;-7151,24;F003;Filial Belo Horizonte;Sudeste;CC006;Financeiro;;;
L003056;2024-02-01;2024;2;Q1;Receita Bruta;Venda de Produtos;Receita;190465,17;F006;Filial Salvador;Nordeste;CC007;RH;P008;Suporte Técnico;Serviços
L003278;2024-02-01;2024;2;Q1;Deduções;Descontos Comerciais;Despesa;-7937,22;F005;Filial Porto Alegre;Sul;CC006;Financeiro;P003;Consultoria Estratégica;Serviços
L003635;2024-02-01;2024;2;Q1;Deduções;Descontos Comerciais;Despesa;-4686,45;F004;Filial Curitiba;Sul;CC009;Diretoria;P003;Consultoria Estratégica;Serviços
L003819;2024-02-01;2024;2;Q1;CMV;Custo Matéria-Prima;Despesa;-30297,05;F006;Filial Salvador;Nordeste;CC003;Operações;P002;Software Standard;SaaS
L004766;2024-02-01;2024;2;Q1;Despesas Financeiras;IOF;Despesa;-190,98;F004;Filial Curitiba;Sul;CC006;Financeiro;;;
L000009;2024-02-02;2024;2;Q1;Despesas Comerciais;Fretes sobre Vendas;Despesa;-3813,8;F004;Filial Curitiba;Sul;CC002;Marketing;;;
L000544;2024-02-02;2024;2;Q1;Despesas Financeiras;Tarifas Bancárias;Despesa;-1197,29;F008;Filial Brasília;Centro-Oeste;CC006;Financeiro;;;
L001415;2024-02-02;2024;2;Q1;Despesas Administrativas;Aluguel;Despesa;-7915,61;F001;Matriz São Paulo;Sudeste;CC007;RH;;;
L001824;2024-02-02;2024;2;Q1;Deduções;ICMS sobre Vendas;Despesa;-19334,41;F005;Filial Porto Alegre;Sul;CC002;Marketing;P005;Treinamento Corporativo;Serviços
L001840;2024-02-02;2024;2;Q1;CMV;Custo Embalagem;Despesa;-9690,33;F007;Filial Recife;Nordeste;CC004;Logística;P004;Consultoria Técnica;Serviços
L002056;2024-02-02;2024;2;Q1;Despesas Comerciais;Marketing e Publicidade;Despesa;-12424,62;F008;Filial Brasília;Centro-Oeste;CC001;Comercial;;;
L002677;2024-02-02;2024;2;Q1;Receita Bruta;Receita de Assinaturas;Receita;39763,67;F001;Matriz São Paulo;Sudeste;CC004;Logística;P003;Consultoria Estratégica;Serviços
L002898;2024-02-02;2024;2;Q1;Despesas Comerciais;Marketing e Publicidade;Despesa;-12344,63;F002;Filial Rio de Janeiro;Sudeste;CC002;Marketing;;;
L003252;2024-02-02;2024;2;Q1;Receita Bruta;Receita de Assinaturas;Receita;46392,38;F005;Filial Porto Alegre;Sul;CC006;Financeiro;P001;Software Premium;SaaS
L003264;2024-02-02;2024;2;Q1;Outras Receitas;Venda de Ativo Imobilizado;Receita;2391,71;F008;Filial Brasília;Centro-Oeste;CC005;Tecnologia;;;
L003737;2024-02-02;2024;2;Q1;Receita Bruta;Venda de Produtos;Receita;181453,58;F009;Filial Manaus;Norte;CC003;Operações;P005;Treinamento Corporativo;Serviços
L003779;2024-02-02;2024;2;Q1;CMV;Custo Matéria-Prima;Despesa;-22035,43;F003;Filial Belo Horizonte;Sudeste;CC003;Operações;P003;Consultoria Estratégica;Serviços
L004869;2024-02-02;2024;2;Q1;Receita Bruta;Receita de Assinaturas;Receita;61148,71;F007;Filial Recife;Nordeste;CC006;Financeiro;P010;Implantação;Serviços
L000006;2024-02-03;2024;2;Q1;Receita Bruta;Venda de Serviços;Receita;30443,33;F007;Filial Recife;Nordeste;CC002;Marketing;P006;Hardware Servidor;Produtos
L000026;2024-02-03;2024;2;Q1;Deduções;Descontos Comerciais;Despesa;-10170,18;F008;Filial Brasília;Centro-Oeste;CC002;Marketing;P009;Licença Anual;SaaS
L000213;2024-02-03;2024;2;Q1;Outras Despesas;Provisões e Contingências;Despesa;-856,69;F002;Filial Rio de Janeiro;Sudeste;CC002;Marketing;;;
L000780;2024-02-03;2024;2;Q1;CSP;Custo Serviços Prestados;Despesa;-31498,69;F005;Filial Porto Alegre;Sul;CC003;Operações;P006;Hardware Servidor;Produtos
L000787;2024-02-03;2024;2;Q1;Receita Bruta;Receita de Assinaturas;Receita;83772,24;F009;Filial Manaus;Norte;CC005;Tecnologia;P009;Licença Anual;SaaS
L001117;2024-02-03;2024;2;Q1;Despesas Financeiras;Tarifas Bancárias;Despesa;-2038,57;F007;Filial Recife;Nordeste;CC006;Financeiro;;;
L001334;2024-02-03;2024;2;Q1;Despesas Administrativas;Treinamentos;Despesa;-939,79;F006;Filial Salvador;Nordeste;CC008;Administrativo;;;
L001540;2024-02-03;2024;2;Q1;Despesas Administrativas;Salários e Encargos;Despesa;-12547,86;F007;Filial Recife;Nordeste;CC008;Administrativo;;;
L001592;2024-02-03;2024;2;Q1;CMV;Custo Matéria-Prima;Despesa;-26209,36;F002;Filial Rio de Janeiro;Sudeste;CC004;Logística;P009;Licença Anual;SaaS
L001724;2024-02-03;2024;2;Q1;Deduções;ICMS sobre Vendas;Despesa;-31913,74;F006;Filial Salvador;Nordeste;CC006;Financeiro;P001;Software Premium;SaaS
L001739;2024-02-03;2024;2;Q1;Despesas Comerciais;Marketing e Publicidade;Despesa;-19676,55;F003;Filial Belo Horizonte;Sudeste;CC002;Marketing;;;
L003303;2024-02-03;2024;2;Q1;Receita Bruta;Venda de Serviços;Receita;77429,64;F006;Filial Salvador;Nordeste;CC003;Operações;P004;Consultoria Técnica;Serviços
L003345;2024-02-03;2024;2;Q1;Despesas Administrativas;Telefonia e Internet;Despesa;-1594,07;F006;Filial Salvador;Nordeste;CC009;Diretoria;;;
L003405;2024-02-03;2024;2;Q1;CMV;Custo Embalagem;Despesa;-4829,67;F006;Filial Salvador;Nordeste;CC004;Logística;P007;Equipamento Rede;Produtos
L003455;2024-02-03;2024;2;Q1;CMV;Custo Mão de Obra Direta;Despesa;-35349,14;F004;Filial Curitiba;Sul;CC004;Logística;P001;Software Premium;SaaS
L003931;2024-02-03;2024;2;Q1;Deduções;Devoluções de Vendas;Despesa;-1504,38;F004;Filial Curitiba;Sul;CC007;RH;P001;Software Premium;SaaS
L004459;2024-02-03;2024;2;Q1;CMV;Frete sobre Compras;Despesa;-5200,75;F005;Filial Porto Alegre;Sul;CC003;Operações;P010;Implantação;Serviços
L000270;2024-02-04;2024;2;Q1;CMV;Frete sobre Compras;Despesa;-3819,67;F008;Filial Brasília;Centro-Oeste;CC003;Operações;P009;Licença Anual;SaaS
L000411;2024-02-04;2024;2;Q1;Despesas Administrativas;Energia Elétrica;Despesa;-4612,69;F009;Filial Manaus;Norte;CC003;Operações;;;
L000500;2024-02-04;2024;2;Q1;Despesas Administrativas;Telefonia e Internet;Despesa;-2670,09;F003;Filial Belo Horizonte;Sudeste;CC002;Marketing;;;
L000653;2024-02-04;2024;2;Q1;Receita Bruta;Receita de Assinaturas;Receita;81464,99;F008;Filial Brasília;Centro-Oeste;CC003;Operações;P002;Software Standard;SaaS
L000827;2024-02-04;2024;2;Q1;Despesas Administrativas;Treinamentos;Despesa;-1301,0;F005;Filial Porto Alegre;Sul;CC007;RH;;;
L000867;2024-02-04;2024;2;Q1;CMV;Custo Embalagem;Despesa;-6979,6;F009;Filial Manaus;Norte;CC003;Operações;P001;Software Premium;SaaS
L001118;2024-02-04;2024;2;Q1;Despesas Financeiras;Tarifas Bancárias;Despesa;-1466,56;F003;Filial Belo Horizonte;Sudeste;CC006;Financeiro;;;
L001185;2024-02-04;2024;2;Q1;Despesas Comerciais;Fretes sobre Vendas;Despesa;-4398,2;F003;Filial Belo Horizonte;Sudeste;CC002;Marketing;;;
L001190;2024-02-04;2024;2;Q1;Receita Bruta;Venda de Serviços;Receita;85190,09;F005;Filial Porto Alegre;Sul;CC008;Administrativo;P008;Suporte Técnico;Serviços
L001259;2024-02-04;2024;2;Q1;Despesas Administrativas;Materiais de Escritório;Despesa;-273,92;F009;Filial Manaus;Norte;CC001;Comercial;;;
L001358;2024-02-04;2024;2;Q1;Despesas Comerciais;Marketing e Publicidade;Despesa;-2296,48;F006;Filial Salvador;Nordeste;CC002;Marketing;;;
L001417;2024-02-04;2024;2;Q1;Despesas Administrativas;Software e SaaS;Despesa;-1381,88;F001;Matriz São Paulo;Sudeste;CC005;Tecnologia;;;
L001662;2024-02-04;2024;2;Q1;Deduções;Devoluções de Vendas;Despesa;-12865,83;F003;Filial Belo Horizonte;Sudeste;CC002;Marketing;P001;Software Premium;SaaS
L001704;2024-02-04;2024;2;Q1;CMV;Frete sobre Compras;Despesa;-8149,41;F007;Filial Recife;Nordeste;CC004;Logística;P003;Consultoria Estratégica;Serviços
L003704;2024-02-04;2024;2;Q1;CMV;Custo Mão de Obra Direta;Despesa;-33851,41;F002;Filial Rio de Janeiro;Sudeste;CC004;Logística;P009;Licença Anual;SaaS
L003723;2024-02-04;2024;2;Q1;Despesas Comerciais;Fretes sobre Vendas;Despesa;-4340,45;F005;Filial Porto Alegre;Sul;CC001;Comercial;;;
L003773;2024-02-04;2024;2;Q1;Despesas Administrativas;Aluguel;Despesa;-5227,21;F008;Filial Brasília;Centro-Oeste;CC004;Logística;;;
L004080;2024-02-04;2024;2;Q1;Despesas Administrativas;Software e SaaS;Despesa;-3338,8;F006;Filial Salvador;Nordeste;CC005;Tecnologia;;;
L000208;2024-02-05;2024;2;Q1;CMV;Custo Mão de Obra Direta;Despesa;-28004,61;F005;Filial Porto Alegre;Sul;CC004;Logística;P007;Equipamento Rede;Produtos
L000494;2024-02-05;2024;2;Q1;Receita Bruta;Venda de Serviços;Receita;105360,1;F004;Filial Curitiba;Sul;CC009;Diretoria;P008;Suporte Técnico;Serviços
L000661;2024-02-05;2024;2;Q1;Despesas Administrativas;Energia Elétrica;Despesa;-2248,98;F001;Matriz São Paulo;Sudeste;CC003;Operações;;;
L001173;2024-02-05;2024;2;Q1;Despesas Administrativas;Salários e Encargos;Despesa;-36296,5;F005;Filial Porto Alegre;Sul;CC008;Administrativo;;;
L001788;2024-02-05;2024;2;Q1;Outras Receitas;Venda de Ativo Imobilizado;Receita;20860,79;F005;Filial Porto Alegre;Sul;CC005;Tecnologia;;;
L002712;2024-02-05;2024;2;Q1;Despesas Administrativas;Aluguel;Despesa;-15402,47;F002;Filial Rio de Janeiro;Sudeste;CC001;Comercial;;;
L002793;2024-02-05;2024;2;Q1;Despesas Administrativas;Telefonia e Internet;Despesa;-1425,65;F007;Filial Recife;Nordeste;CC002;Marketing;;;
L002995;2024-02-05;2024;2;Q1;Despesas Administrativas;Telefonia e Internet;Despesa;-2297,87;F004;Filial Curitiba;Sul;CC003;Operações;;;
L003085;2024-02-05;2024;2;Q1;Receita Bruta;Venda de Serviços;Receita;27633,77;F004;Filial Curitiba;Sul;CC008;Administrativo;P005;Treinamento Corporativo;Serviços
L003165;2024-02-05;2024;2;Q1;Receitas Financeiras;Juros Recebidos;Receita;1051,97;F002;Filial Rio de Janeiro;Sudeste;CC006;Financeiro;;;
L003750;2024-02-05;2024;2;Q1;CMV;Custo Matéria-Prima;Despesa;-24429,94;F009;Filial Manaus;Norte;CC003;Operações;P009;Licença Anual;SaaS
L003889;2024-02-05;2024;2;Q1;CMV;Custo Mão de Obra Direta;Despesa;-20799,58;F005;Filial Porto Alegre;Sul;CC004;Logística;P002;Software Standard;SaaS
L004226;2024-02-05;2024;2;Q1;Despesas Comerciais;Fretes sobre Vendas;Despesa;-6114,04;F009;Filial Manaus;Norte;CC002;Marketing;;;
L004588;2024-02-05;2024;2;Q1;Despesas Administrativas;Treinamentos;Despesa;-1271,38;F006;Filial Salvador;Nordeste;CC008;Administrativo;;;
L004633;2024-02-05;2024;2;Q1;Deduções;ICMS sobre Vendas;Despesa;-26060,43;F004;Filial Curitiba;Sul;CC006;Financeiro;P010;Implantação;Serviços
